uid,question,golden_answer,source_ids,golden_doc_chunks,golden_triples,is_generated_with,topic_entity_id,topic_entity_value,hops,based_on_template,use_case,retrieval_operation,semi-typed,updated template,graph_representation,answer_format,answer_type,condition_type,used_in_reduced,notes
16d1d446-15d3-41b8-8f40-d5da51288aaf,How many papers have been published by Ivano Malavolta?,Ivano Malavolta has published two papers.,"['10.1109/ICSA.2019.00023', '10.1109/ICSA.2018.00012']",,"['(R874175:authors list, has list element, L1532033:Ivano Malavolta)', '(R870990:authors list, has list element, L1525509:Ivano Malavolta)']",clustering_strategy,R659055,Software Architecture and Design,3,How many publications have been published by the author [Metadata: author name]?,1,counting,False,How many papers have been published by [Metadata: author name]?,multi fact,simple,quantitative,named entity,False,
981cc6ea-8a59-4bbd-97ee-aed4e114b747,How many papers have the paper class personal experience paper?,There are two publications that have the paper class personal experience paper.,"['10.1109/ICSA.2018.00016', '10.1109/ICSA.2017.42']",,"['(R872664:Paper Class, personal experience paper, L1528944:True)', '(R872562:Paper Class, personal experience paper, L1528757:True)']",clustering_strategy,R659055,Software Architecture and Design,4,How many publications have the paper class with the name [Metadata: paper class name]?,1,counting,True,How many papers have the paper class [Metadata: paper class name]?,multi fact,simple,quantitative,named entity,False,
992b0b42-af08-47fc-98d7-0e77a41e5b21,Which papers have the paper class personal experience paper? Rank the papers in descending order of their publication year.,"The publications with the paper class personal experience, ranked in descending order by publication year, are: 1. Data-Centric Communication and Containerization for Future Automotive Software Architectures (2018); 2. Towards a Reference Architecture for Cloud-Based Plant Genotyping and Phenotyping Analysis Frameworks (2017).","['10.1109/ICSA.2017.42', '10.1109/ICSA.2017.42', '10.1109/ICSA.2018.00016', '10.1109/ICSA.2018.00016']",,"['(R872562:Paper Class, personal experience paper, L1528757:True)', '(R872527:Towards a Reference Architecture for Cloud-Based Plant Genotyping and Phenotyping Analysis Frameworks, publication year, L1528701:2017)', '(R872664:Paper Class, personal experience paper, L1528944:True)', '(R872636:Data-Centric Communication and Containerization for Future Automotive Software Architectures, publication year, L1528895:2018)']",clustering_strategy,R659055,Software Architecture and Design,4,Which publications have the paper class [Metadata: paper class name] ranked by their publication year?,1,ranking,True,Which papers have the paper class [Metadata: paper class name]? Rank the papers in descending order of their publication year.,multi fact,enumerative,"named entity, temporal",named entity,True,
3cbd7dfe-eb26-4f55-8954-50f3eff9c7cd,Which papers have been published by the author Sten Grüner ranked in descending order by their publication year?,"The publications by Sten Grüner, ranked in descending order of their publication year, are: 1. A Comparison of MQTT Brokers for Distributed IoT Edge Computing (2020), 2. A Four-Layer Architecture Pattern for Constructing and Managing Digital Twins (2019).","['10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-29983-5_16', '10.1007/978-3-030-29983-5_16']",,"['(R873729:authors list, has list element, L1531103:Sten Grüner)', '(R873728:A Comparison of MQTT Brokers for Distributed IoT Edge Computing, publication year, L1531105:2020)', '(R870310:authors list, has list element, L1524116:Sten Grüner)', '(R870309:A Four-Layer Architecture Pattern for Constructing and Managing Digital Twins, publication year, L1524119:2019)']",clustering_strategy,R659055,Software Architecture and Design,3,Which publications have been published by the author [Metadata: author name] ranked by their publication year?,1,ranking,True,Which papers have been published by the author [Metadata: author name] ranked in descending order by their publication year?,multi fact,enumerative,"named entity, temporal",named entity,False,
01fe69ac-72b2-4a52-84ea-17d03982a4d6,Which papers did Rogardt Heldal publish? Rank them in descending order by their year of publication.,"The papers that Rogardt Heldal published, ranked in descending order of publication year, are: 1. On Interfaces to Support Agile Architecting in Automotive: An Exploratory Case Study (2019), 2. Improving the Consistency and Usefulness of Architecture Descriptions: Guidelines for Architects (2019), 3. Architectural Assumptions and Their Management in Industry - An Exploratory Study (2017)","['10.1109/ICSA.2019.00025', '10.1109/ICSA.2019.00025', '10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14']",,"['(R868824:authors list, has list element, L1520928:Rogardt Heldal)', '(R868823:On Interfaces to Support Agile Architecting in Automotive: An Exploratory Case Study, publication year, L1520929:2019)', '(R873600:authors list, has list element, L1530832:Rogardt Heldal)', '(R873599:Improving the Consistency and Usefulness of Architecture Descriptions: Guidelines for Architects, publication year, L1530833:2019)', '(R868652:authors list, has list element, L1520560:Rogardt Heldal)', '(R868651:Architectural Assumptions and Their Management in Industry – An Exploratory Study, publication year, L1520562:2017)']",clustering_strategy,R659055,Software Architecture and Design,3,Which publications have been published by the author [Metadata: author name] ranked by their publication year?,1,ranking,False,Which papers did [Metadata: author name] publish? Rank them in descending order by their year of publication.,multi fact,enumerative,"named entity, temporal",named entity,False,
87b16758-5838-4e37-8b9a-67357acaff0b,Rank the papers that have been published by Federico Giaimo in descending order of their publishing year.,"The papers that Federico Giaimo published, ranked in descending order of their publication year, are: 1. 'Continuous Experimentation for Automotive Software on the Example of a Heavy Commercial Vehicle in Daily Operation' (2020), and 2. 'Design Criteria to Architect Continuous Experimentation for Self-Driving Vehicles' (2017).","['10.1109/ICSA.2017.36', '10.1109/ICSA.2017.36', '10.1007/978-3-030-58923-3_5', '10.1007/978-3-030-58923-3_5']",,"['(R870271:authors list, has list element, L1524033:Federico Giaimo)', '(R870270:Design Criteria to Architect Continuous Experimentation for Self-Driving Vehicles, publication year, L1524035:2017)', '(R873022:authors list, has list element, L1529682:Federico Giaimo)', '(R873021:Continuous Experimentation for Automotive Software on the Example of a Heavy Commercial Vehicle in Daily Operation, publication year, L1529684:2020)']",clustering_strategy,R659055,Software Architecture and Design,3,Which publications have been published by the author [Metadata: author name] ranked by their publication year?,1,ranking,False,Rank the papers that have been published by [Metadata: author name] in descending order of their publishing year.,multi fact,enumerative,"named entity, temporal",named entity,False,
ce7c8800-8719-4a5d-ad70-0750c6497852,In which publication year was the paper with the title 'Continuous Architecture: Towards the Goldilocks Zone and Away from Vicious Circles' published in comparison to the publication year of the paper with the title 'Designing Robust Software Systems through Parametric Markov Chain Synthesis'?,"The publication year of the paper with the title 'Continuous Architecture: Towards the Goldilocks Zone and Away from Vicious Circles' is 2019, which is later than the publication year of the paper with the title 'Designing Robust Software Systems through Parametric Markov Chain Synthesis', which is 2017.","['10.1109/ICSA.2019.00022', '10.1109/ICSA.2017.16']",,"['(R873775:Continuous Architecture: Towards the Goldilocks Zone and Away from Vicious Circles, publication year, L1531203:2019)', '(R868403:Designing Robust Software Systems through Parametric Markov Chain Synthesis, publication year, L1520024:2017)']",publication_subgraph_strategy,R659055,Software Architecture and Design,2,"In which publication year has the paper with the title '[paper title 1]' been published, in comparison to the publication year of the paper with the title '[paper title 2]'?",1,comparative,True,In which publication year was the paper with the title '[Metadata: paper title]' published in comparison to the publication year of the paper with the title '[Metadata: paper title]'?,multi fact,explanatory,"description, named entity, temporal",named entity,True,
219afd37-7947-4be8-8bf7-df981548c15d,In which year was 'Determination and Enforcement of Least-Privilege Architecture in Android' published in comparison to 'Automated Microservice Identification in Legacy Systems with Functional and Non-Functional Metrics'?,"The publication 'Determination and Enforcement of Least-Privilege Architecture in Android' was published in 2017, while 'Automated Microservice Identification in Legacy Systems with Functional and Non-Functional Metrics' was published in 2020.","['10.1109/ICSA.2017.18', '10.1109/ICSA47634.2020.00021']",,"['(R871264:Determination and Enforcement of Least-Privilege Architecture in Android, publication year, L1526084:2017)', '(R868446:Automated Microservice Identification in Legacy Systems with Functional and Non-Functional Metrics, publication year, L1520119:2020)']",publication_subgraph_strategy,R659055,Software Architecture and Design,2,In what publication year has the publication '[paper title 1]' been published in comparison to the publication '[paper title 2]'?,1,comparative,False,In which year was '[Metadata: paper title]' published in comparison to '[Metadata: paper title]'?,multi fact,explanatory,"description, named entity, temporal",named entity,False,
19c70b51-0afb-419b-aec8-08f8358f5e89,What is the paper class of the paper with the title 'Continuous Integration Impediments in Large-Scale Industry Projects' in comparison to the paper with the title 'An Architecture Framework for Modelling and Simulation of Situational-Aware Cyber-Physical Systems'?,"The paper class of the paper with the title 'Continuous Integration Impediments in Large-Scale Industry Projects' in comparison to the paper with the title 'An Architecture Framework for Modelling and Simulation of Situational-Aware Cyber-Physical Systems' is that the former is classified as evaluation research, while the latter is classified as validation research.","['10.1109/ICSA.2017.11', '10.1007/978-3-319-65831-5_7']",,"['(R868584:Paper Class, evaluation research, L1520413:True)', '(R868904:Paper Class, validation research, L1521094:True)']",publication_subgraph_strategy,R659055,Software Architecture and Design,4,What is the paper class of the paper '[paper title 1]' in comparison to the publication '[paper title 2]'?,1,comparative,True,What is the paper class of the paper with the title '[Metadata: paper title]' in comparison to the paper with the title '[Metadata: paper title]'?,multi fact,explanatory,"description, named entity",named entity,False,
e2fb3908-3e84-4eb2-9ee4-2e9863c8aceb,"Which paper class does 'Supporting Architectural Decision Making on Data Management in Microservice Architectures' belong to compared to 'An Architecture for Decentralized, Collaborative, and Autonomous Robots'?","The paper class that 'Supporting Architectural Decision Making on Data Management in Microservice Architectures' belongs to compared to 'An Architecture for Decentralized, Collaborative, and Autonomous Robots' is evaluation research for both papers.","['10.1007/978-3-030-29983-5_2', '10.1109/ICSA.2018.00017']",,"['(R872996:Paper Class, evaluation research, L1529631:True)', '(R871548:Paper Class, evaluation research, L1526651:True)']",publication_subgraph_strategy,R659055,Software Architecture and Design,4,What is the paper class of the paper '[paper title 1]' in comparison to the publication '[paper title 2]'?,1,comparative,False,Which paper class does '[Metadata: paper title]' belong to compared to '[Metadata: paper title]'?,multi fact,explanatory,"description, named entity",named entity,False,
f8065845-5047-47df-8dd4-ccebdf902dee,How many papers did the author Konstantinos Plakidas publish per publication year?,"The number of papers that the author Konstantinos Plakidas published per publication year is as follows: one paper in 2019, one paper in 2020, and one paper in 2021.","['10.1109/ICSA51549.2021.00012', '10.1109/ICSA51549.2021.00012', '10.1007/978-3-030-58923-3_1', '10.1007/978-3-030-58923-3_1', '10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2']",,"['(R869265:authors list, has list element, L1521867:Konstantinos Plakidas)', '(R869264:Semi-automatic Feedback for Improving Architecture Conformance to Microservice Patterns and Practices, publication year, L1521869:2021)', '(R869567:authors list, has list element, L1522516:Konstantinos Plakidas)', '(R869566:Assessing Architecture Conformance to Coupling-Related Patterns and Practices in Microservices, publication year, L1522519:2020)', '(R872981:authors list, has list element, L1529592:Konstantinos Plakidas)', '(R872980:Supporting Architectural Decision Making on Data Management in Microservice Architectures, publication year, L1529596:2019)']",clustering_strategy,R659055,Software Architecture and Design,3,How many papers did the author [Metadata: author name] publish per year?,1,relationship,True,How many papers did the author [Metadata: author name] publish per publication year?,multi fact,simple,"named entity, temporal",named entity,True,
d224932d-81c2-4c31-a4d5-3a024699200c,What is the number of papers published by Yutong Zhao? Show me their distribution per year.,"Yutong Zhao has published three papers in the years 2020 and 2021. Specifically, in 2020, Yutong Zhao published two papers. In 2021, Yutong Zhao published one paper. Therefore, the distribution of papers published per year is as follows: two papers in 2020 and one paper in 2021.","['10.1109/ICSA47634.2020.00025', '10.1109/ICSA47634.2020.00025', '10.1109/ICSA47634.2020.00027', '10.1109/ICSA47634.2020.00027', '10.1109/ICSA51549.2021.00022', '10.1109/ICSA51549.2021.00022']",,"['(R869436:authors list, has list element, L1522242:Yutong Zhao)', '(R869435:DesignDiff: Continuously Modeling Software Design Difference from Code Revisions, publication year, L1522244:2020)', '(R873172:authors list, has list element, L1529962:Yutong Zhao)', '(R873171:Butterfly Space: An Architectural Approach for Investigating Performance Issues, publication year, L1529968:2020)', '(R871675:authors list, has list element, L1526906:Yutong Zhao)', '(R871674:Constructing a Shared Infrastructure for Software Architecture Analysis and Maintenance, publication year, L1526914:2021)']",clustering_strategy,R659055,Software Architecture and Design,3,What is the proportion of papers that have been published by the author [Metadata: author name] per year?,1,relationship,False,What is the number of papers published by [Metadata: author name]? Show me their distribution per year.,multi fact,explanatory,"description, quantitative, temporal",named entity,False,
b8c1f6f6-2485-4096-afea-c09ed010c2d7,"Among the papers published by the author Mohamed Soliman, what is the distribution of paper classes per publication year?","In the year 2021, Mohamed Soliman published two papers classified as evaluation research. In 2018, he published one paper classified as evaluation research. Therefore, the number of papers classified as evaluation research published by Mohamed Soliman per year is two in 2021 and one in 2018.","['10.1007/978-3-030-86044-8_8', '10.1007/978-3-030-86044-8_8', '10.1007/978-3-030-86044-8_8', '10.1109/ICSA51549.2021.00023', '10.1109/ICSA51549.2021.00023', '10.1109/ICSA51549.2021.00023', '10.1109/ICSA.2018.00028', '10.1109/ICSA.2018.00028', '10.1109/ICSA.2018.00028']",,"['(R869226:authors list, has list element, L1521780:Mohamed Soliman)', '(R869225:An Exploratory Study on Architectural Knowledge in Issue Tracking Systems, publication year, L1521783:2021)', '(R869240:Paper Class, evaluation research, L1521816:True)', '(R870674:authors list, has list element, L1524849:Mohamed Soliman)', '(R870673:Exploring Web Search Engines to Find Architectural Knowledge, publication year, L1524854:2021)', '(R870688:Paper Class, evaluation research, L1524888:True)', '(R874394:authors list, has list element, L1532510:Mohamed Soliman)', '(R874393:Improving the Search for Architecture Knowledge in Online Developer Communities, publication year, L1532515:2018)', '(R874413:Paper Class, evaluation research, L1532555:True)']",clustering_strategy,R659055,Software Architecture and Design,4,What is the proportion of paper classes that have been published by the author [Metadata: author name] per year?,1,relationship,True,"Among the papers published by the author [Metadata: author name], what is the distribution of paper classes per publication year?",multi fact,explanatory,"description, quantitative, temporal",named entity,False,
99ab6724-3345-4876-8ae5-b426b14531d6,What are the paper classes of the papers published by Manoj Bhat? Show me their distribution per year.,"The paper classes of the papers published by Manoj Bhat and their distribution per year are as follows: In 2017, the paper class is proposal of solution. In 2018, the paper classes are proposal of solution and validation research.","['10.1109/ICSA.2018.00018', '10.1109/ICSA.2018.00018', '10.1109/ICSA.2018.00018', '10.1109/ICSA.2018.00018', '10.1007/978-3-319-65831-5_10', '10.1007/978-3-319-65831-5_10', '10.1007/978-3-319-65831-5_10']",,"['(R873899:authors list, has list element, L1531467:Manoj Bhat)', '(R873898:An Expert Recommendation System for Design Decision Making: Who Should be Involved in Making a Design Decision?, publication year, L1531473:2018)', '(R873913:Paper Class, proposal of solution, L1531502:True)', '(R873913:Paper Class, validation research, L1531500:True)', '(R868746:authors list, has list element, L1520754:Manoj Bhat)', '(R868745:Automatic Extraction of Design Decisions from Issue Management Systems: A Machine Learning Based Approach, publication year, L1520759:2017)', '(R868760:Paper Class, proposal of solution, L1520788:True)']",clustering_strategy,R659055,Software Architecture and Design,4,What is the proportion of paper classes that have been published by the author [Metadata: author name] per year?,1,relationship,False,What are the paper classes of the papers published by [Metadata: author name]? Show me their distribution per year.,multi fact,explanatory,"description, quantitative, temporal",named entity,False,
b90770f5-fce7-4aeb-b264-b958fec510ba,Does the paper with the title 'Data-Driven Software Architecture for Analyzing Confidentiality' make its tool support available?,"Yes, the paper with the title 'Data-Driven Software Architecture for Analyzing Confidentiality' does make its tool support available.",['10.1109/ICSA.2019.00009'],,"['(R873675:Tool Support, available, L1530998:True)']",publication_subgraph_strategy,R659055,Software Architecture and Design,5,Does the paper with the title '[Metadata: paper title]' make its tool support available?,2,basic,True,Does the paper with the title '[Metadata: paper title]' make its tool support available?,single fact,simple,boolean,named entity,True,
71ed577d-bb7e-47e0-898b-f1e79a74d444,Is tool support available in 'An Empirical Study of Architectural Decay in Open-Source Software'?,Tool support is available in 'An Empirical Study of Architectural Decay in Open-Source Software'.,['10.1109/ICSA.2018.00027'],,"['(R870120:Tool Support, available, L1523692:True)']",publication_subgraph_strategy,R870102,An Empirical Study of Architectural Decay in Open-Source Software,4,Does the paper '[Metadata: paper title]' use tool support?,2,basic,False,Is tool support available in '[Metadata: paper title]'?,single fact,simple,boolean,named entity,False,
37f302e8-a61d-4445-8155-eae8de487cfa,What is the evaluation method used in the paper with the title 'Enforcing Architectural Security Decisions'?,The evaluation method used in the paper with the title 'Enforcing Architectural Security Decisions' is a case study.,['10.1109/ICSA47634.2020.00012'],,"['(R872888:Evaluation Method Entity, Name, L1529410:Case Study)']",publication_subgraph_strategy,R872878,Enforcing Architectural Security Decisions,6,What is the evaluation method used in the paper '[Metadata: paper title]'?,2,basic,True,What is the evaluation method used in the paper with the title '[Metadata: paper title]'?,single fact,simple,named entity,named entity,False,
f4e3f510-e8e2-4e31-ba67-a6c8cbc8b7cb,Which evaluation method has been used for the evaluation in 'REST vs GraphQL: A Controlled Experiment'?,The evaluation method that has been used for the evaluation in 'REST vs GraphQL: A Controlled Experiment' is a controlled experiment.,['10.1109/ICSA47634.2020.00016'],,"['(R870894:Evaluation Method Entity, Name, L1525324:Controlled Experiment)']",publication_subgraph_strategy,R659055,Software Architecture and Design,7,What is the evaluation method used in the paper '[Metadata: paper title]'?,2,basic,False,Which evaluation method has been used for the evaluation in '[Metadata: paper title]'?,single fact,simple,named entity,named entity,False,
eedac22d-3e07-4029-8bda-5c612992a5cf,What are the evaluation methods applied in the paper with the title 'Continuous Analysis of Collaborative Design'?,"The evaluation methods of the paper 'Continuous Analysis of Collaborative Design' are Questionnaire, Controlled Experiment, and Technical Experiment.","['10.1109/ICSA.2017.45', '10.1109/ICSA.2017.45', '10.1109/ICSA.2017.45']",,"['(R872829:Evaluation Method Entity, Name, L1529301:Questionnaire)', '(R872831:Evaluation Method Entity, Name, L1529302:Controlled Experiment)', '(R872838:Evaluation Method Entity, Name, L1529308:Technical Experiment)']",publication_subgraph_strategy,R659055,Software Architecture and Design,7,What are the names of the evaluation methods used in the paper with the title'[Metadata: paper title]'?,2,aggregation,True,What are the evaluation methods applied in the paper with the title '[Metadata: paper title]'?,multi fact,enumerative,named entity,named entity,True,
77d33680-318d-462a-820e-bc3c8a2d79ab,Which evaluation methods have been used to conduct the evaluation in 'Assessing Adaptability of Software Architectures for Cyber Physical Production Systems'?,The evaluation methods used to conduct the evaluation in the publication 'Assessing Adaptability of Software Architectures for Cyber Physical Production Systems' are Motivating Example and Argumentation.,"['10.1007/978-3-030-29983-5_10', '10.1007/978-3-030-29983-5_10']",,"['(R874973:Evaluation Method Entity, Name, L1533786:Motivating Example)', '(R874978:Evaluation Method Entity, Name, L1533790:Argumentation)']",publication_subgraph_strategy,R871346,Assessing Adaptability of Software Architectures for Cyber Physical Production Systems,6,What are the evaluation methods of the publication '[Metadata: paper title]'?,2,aggregation,False,Which evaluation methods have been used to conduct the evaluation in '[Metadata: paper title]'?,multi fact,enumerative,named entity,named entity,False,
86aac29f-80ff-4ed4-a011-59f8cf7f311f,What are the threats to validity discussed in the paper with the title 'Predicting the Performance of Privacy-Preserving Data Analytics Using Architecture Modelling and Simulation'?,The threats to validity of the paper 'Predicting the Performance of Privacy-Preserving Data Analytics Using Architecture Modelling and Simulation' are discussed as external validity and internal validity.,"['10.1109/ICSA.2018.00026', '10.1109/ICSA.2018.00026']",,"['(R873384:Threat to Validity, external validity, L1530409:True)', '(R873384:Threat to Validity, internal validity, L1530408:True)']",publication_subgraph_strategy,R659055,Software Architecture and Design,5,What are the threats to validity of the paper '[Metadata: paper title]'?,2,aggregation,True,What are the threats to validity discussed in the paper with the title '[Metadata: paper title]'?,multi fact,enumerative,named entity,named entity,False,
8593e474-e736-406c-807b-c14d8eb5679d,Which validity threats are discussed in 'A Blockchain-Based Micro Economy Platform for Distributed Infrastructure Initiatives'?,The validity threats discussed in 'A Blockchain-Based Micro Economy Platform for Distributed Infrastructure Initiatives' are external validity and construct validity.,"['10.1109/ICSA.2018.00010', '10.1109/ICSA.2018.00010']",,"['(R874689:Threat to Validity, external validity, L1533148:True)', '(R874689:Threat to Validity, construct validity, L1533145:True)']",publication_subgraph_strategy,R874684,A Blockchain-Based Micro Economy Platform for Distributed Infrastructure Initiatives,4,What are the threats to validity of the paper '[Metadata: paper title]'?,2,aggregation,False,Which validity threats are discussed in '[Metadata: paper title]'?,multi fact,enumerative,named entity,named entity,False,
